Order_ID,Customer_ID,Customer_Name,Gender,Age,City,Product_Category,Quantity,Unit_Price,Order_Date,Payment_Method,Email,Discount,Rating,Total_Sales
ORD101259,CUST11683,Raymond Tucker,Female,35.0,Jakarta,Fashion,9,505.93,2025-06-01,Debit Card,dortiz@example.org,0.02,4.4,4462.3
ORD101260,CUST10864,Kevin Marshall,Male,41.0,Makassar,Toys,9,234.38,2025-04-25,Debit Card,scottwall@example.net,0.22,1.1,1645.35
ORD101261,CUST11859,William Mcpherson,Male,19.0,Medan,Toys,4,699.85,2025-11-07,Credit Card,walkeramanda@example.net,0.19,2.1,2267.51
ORD101262,CUST10347,Evan Richards,Male,35.0,Yogyakarta,Sports,10,387.26,2024-07-20,E-Wallet,garymyers@example.org,0.25,3.0,2904.45
ORD101263,CUST10843,Rebecca Moyer,Female,29.0,Makassar,Beauty,7,387.74,2025-05-31,Cash,unknown@example.com,0.01,1.2,2687.04
ORD101264,CUST10107,Vickie Durham,Female,34.0,Yogyakarta,Toys,5,36.15,2025-02-10,Cash,vmoore@example.org,0.23,1.9,139.18
ORD101265,CUST11778,Tamara Walton,Female,68.0,Makassar,Books,1,344.24,2024-12-05,Credit Card,omcdonald@example.com,0.25,4.2,258.18
ORD101266,CUST12777,Thomas Sanchez,Female,52.0,Medan,Beauty,9,391.17,2025-06-22,Cash,erinjackson@example.org,0.22,3.9,2746.01
ORD101267,CUST11915,Jonathan Edwards,Male,26.0,Jakarta,Home,9,263.8,2026-02-01,Bank Transfer,sharrell@example.org,0.29,1.3,1685.68
ORD101268,CUST12340,Danielle Scott,Female,20.0,Denpasar,Home,4,772.48,2025-09-20,Bank Transfer,lmullins@example.org,0.09,2.1,2811.83
ORD101269,CUST12491,Clayton Williams,Male,25.0,Bandung,Sports,5,783.51,2026-01-05,Bank Transfer,william51@example.org,0.24,4.3,2977.34
ORD101270,CUST10037,Jennifer Sweeney,Female,20.0,Bandung,Beauty,3,446.59,2024-06-20,Cash,danielletodd@example.net,0.01,1.9,1326.37
ORD101271,CUST12500,Hailey Griffith,Female,22.0,Medan,Fashion,1,581.67,2024-12-26,Bank Transfer,robertsphyllis@example.org,0.02,4.1,570.04
ORD101272,CUST10932,Robert Stewart,Male,27.0,Yogyakarta,Sports,5,263.24,2024-06-20,Credit Card,oortiz@example.net,0.15,1.9,1118.77
ORD101273,CUST11804,Kim Brown,Female,20.0,Denpasar,Books,1,188.33,2025-09-05,Debit Card,kthompson@example.net,0.15,1.2,160.08
ORD101274,CUST11448,Joshua Mcpherson,Male,56.0,Surabaya,Home,5,975.41,2025-03-22,Credit Card,nina15@example.org,0.0,1.3,4877.05
ORD101275,CUST10836,Jesse Moore,Female,54.0,Bandung,Toys,8,117.62,2024-08-22,E-Wallet,davispamela@example.com,0.02,1.3,922.14
ORD101276,CUST11338,Amy Martin,Female,39.0,Medan,Books,7,876.47,2025-02-19,Bank Transfer,kelly40@example.org,0.04,2.9,5889.88
ORD101277,CUST10183,David Hill,Female,27.0,Denpasar,Electronics,5,623.81,2024-12-02,Credit Card,jacksontanner@example.net,0.05,3.4,2963.1
ORD101278,CUST12082,Briana Vargas,Female,31.0,Medan,Toys,6,513.24,2025-04-12,Cash,ochoasamantha@example.com,0.23,1.1,2371.17
ORD101279,CUST10322,Andrea Holmes,Male,32.0,Denpasar,Sports,3,384.18,2026-02-21,Cash,johnstonbrittany@example.net,0.3,3.5,806.78
ORD101280,CUST12162,Craig Williams,Male,56.0,Medan,Books,7,541.27,2024-12-26,Cash,joshuamorris@example.net,0.04,3.1,3637.33
ORD101281,CUST11201,Joseph Monroe,Male,39.0,Surabaya,Toys,6,272.84,2025-08-16,Bank Transfer,melanie11@example.com,0.25,1.9,1227.78
ORD101282,CUST10988,Dwayne Turner,Female,64.0,Medan,Home,6,749.45,2026-03-14,Credit Card,wolfeamy@example.org,0.03,2.4,4361.8
ORD101283,CUST11984,Lauren Allen,Male,46.0,Yogyakarta,Beauty,9,81.06,2026-05-09,Debit Card,stephenmcneil@example.net,0.11,3.3,649.29
ORD101284,CUST11670,Amy Logan,Male,56.0,Bandung,Toys,3,926.09,2025-03-20,Bank Transfer,torreskelly@example.net,0.07,2.4,2583.79
ORD101285,CUST10608,Jay Rose,Female,58.0,Yogyakarta,Fashion,2,86.1,2025-03-15,Debit Card,ymcconnell@example.com,0.13,4.5,149.81
ORD101286,CUST12272,David Chavez,Female,65.0,Jakarta,Fashion,1,170.94,2024-09-22,Credit Card,migueldonaldson@example.net,0.13,4.3,148.72
ORD101287,CUST10543,Robert Ellis,Female,45.0,Bandung,Fashion,1,691.6,2025-04-24,E-Wallet,gabrielpetty@example.org,0.3,3.8,484.12
ORD101288,CUST11379,Katie Benton,Male,64.0,Jakarta,Electronics,4,713.42,2025-01-22,Bank Transfer,ronald73@example.net,0.04,4.8,2739.53
ORD101289,CUST11785,Daniel Dodson,Female,66.0,Medan,Books,7,632.68,2025-06-13,Debit Card,scaldwell@example.com,0.22,3.9,3454.43
ORD101290,CUST10344,Jon Parks,Male,18.0,Denpasar,Sports,10,916.76,2024-12-27,Bank Transfer,george08@example.com,0.28,3.7,6600.67
ORD101291,CUST12084,Richard Miller,Female,67.0,Jakarta,Fashion,8,382.48,2024-11-02,Bank Transfer,william52@example.org,0.13,3.0,2662.06
ORD101292,CUST12375,Tammy Cooley,Female,36.0,Bandung,Beauty,1,566.31,2025-01-20,Bank Transfer,qhill@example.net,0.27,4.0,413.41
ORD101293,CUST12995,Brenda Walker,Male,45.0,Denpasar,Home,3,46.72,2025-09-24,Cash,unknown@example.com,0.28,4.5,100.92
ORD101294,CUST10486,Gabriel Smith,Female,35.0,Medan,Beauty,6,103.97,2026-06-06,Debit Card,gregorybaker@example.org,0.09,4.5,567.68
ORD101295,CUST12483,Unknown,Male,32.0,Makassar,Home,5,939.51,2025-08-05,Debit Card,christopher66@example.com,0.08,1.4,4321.75
ORD101296,CUST10113,Samuel Rodriguez,Male,52.0,Denpasar,Toys,9,839.6,2024-08-05,Debit Card,oconnorronald@example.com,0.23,1.0,5818.43
ORD101297,CUST12340,Tara Bishop,Female,64.0,Medan,Sports,1,372.69,2024-07-30,Debit Card,orose@example.com,0.08,3.0,342.87
ORD101298,CUST10492,Hector Hall,Female,45.0,Medan,Home,5,918.41,2025-03-13,Credit Card,kristine42@example.com,0.21,4.5,3627.72
ORD101299,CUST11449,Deborah Hicks,Male,65.0,Yogyakarta,Fashion,5,732.98,2024-09-16,Credit Card,rhumphrey@example.org,0.03,2.3,3554.95
ORD101300,CUST12101,Dr. Terry Thomas,Male,63.0,Makassar,Home,9,338.66,2024-10-12,Credit Card,kimberly38@example.net,0.14,2.7,2621.23
ORD101301,CUST12708,Mark Greer,Male,58.0,Makassar,Electronics,9,320.94,2025-06-26,Debit Card,laurajohnson@example.org,0.25,1.5,2166.35
ORD101302,CUST10802,Darrell Cain,Female,48.0,Surabaya,Beauty,7,872.75,2024-12-02,Debit Card,michelle23@example.com,0.07,3.9,5681.6
ORD101303,CUST10364,David Anderson,Male,18.0,Medan,Electronics,5,136.13,2024-07-25,E-Wallet,anneharris@example.com,0.19,3.2,551.33
ORD101304,CUST12818,Matthew Phillips,Female,57.0,Medan,Books,4,711.44,2025-05-20,Cash,richardgraham@example.org,0.01,1.9,2817.3
ORD101305,CUST10738,Jason Romero DVM,Female,32.0,Bandung,Books,6,486.81,2026-04-13,E-Wallet,grosschristian@example.net,0.2,3.0,2336.69
ORD101306,CUST11211,Emily Adams,Male,32.0,Jakarta,Toys,7,599.85,2024-07-19,Bank Transfer,brian94@example.com,0.16,2.7,3527.12
ORD101307,CUST10475,Amy Bush,Male,47.0,Bandung,Books,8,328.77,2025-01-25,Credit Card,stephanie32@example.net,0.2,2.4,2104.13
ORD101308,CUST11982,Frank Howell,Female,56.0,Medan,Books,7,706.29,2026-01-15,Debit Card,lisa43@example.com,0.23,1.1,3806.9
ORD101309,CUST11676,Judith Mathis,Male,53.0,Yogyakarta,Home,5,509.95,2026-01-09,Bank Transfer,lindseyharris@example.net,0.27,3.7,1861.32
ORD101310,CUST11633,Steven Estrada,Female,21.0,Bandung,Beauty,7,394.42,2025-05-18,Debit Card,ggomez@example.net,0.13,2.4,2402.02
ORD101311,CUST12345,Tara Rodriguez,Male,52.0,Surabaya,Toys,1,311.97,2024-11-13,Credit Card,moralesjimmy@example.net,0.12,4.8,274.53
ORD101312,CUST12211,Thomas Wise,Male,64.0,Jakarta,Toys,10,612.7,2025-11-16,E-Wallet,kristen25@example.org,0.04,1.4,5881.92
ORD101313,CUST12265,Angela Reid,Male,59.0,Jakarta,Sports,6,912.67,2024-08-12,Debit Card,unknown@example.com,0.23,2.4,4216.54
ORD101314,CUST11621,Lee Holloway,Male,36.0,Yogyakarta,Fashion,4,985.29,2025-05-24,Bank Transfer,xforbes@example.net,0.25,2.3,2955.87
ORD101315,CUST10056,Heather Abbott,Male,19.0,Yogyakarta,Sports,4,555.19,2025-08-16,Credit Card,daniel81@example.com,0.07,3.0,2065.31
ORD101316,CUST10100,Sara Hall,Male,58.0,Yogyakarta,Books,8,47.07,2025-05-15,Debit Card,howardmary@example.net,0.08,1.1,346.44
ORD101317,CUST11642,Melanie Roberson,Male,70.0,Makassar,Home,2,813.93,2025-11-26,Credit Card,lawrencejessica@example.com,0.11,1.3,1448.8
ORD101318,CUST11702,Derek Livingston,Male,18.0,Makassar,Toys,9,723.5,2026-03-25,Cash,justinjohnson@example.com,0.23,3.4,5013.86
ORD101319,CUST11603,Thomas Harris,Male,56.0,Yogyakarta,Home,3,100.08,2025-04-15,Bank Transfer,david87@example.net,0.18,2.7,246.2
ORD101320,CUST10409,Peter Reyes,Female,59.0,Denpasar,Beauty,1,305.64,2026-04-08,E-Wallet,andersondaniel@example.net,0.14,2.2,262.85
ORD101321,CUST11141,Phillip Jones,Female,36.0,Makassar,Sports,2,226.14,2024-08-01,Cash,reiddominique@example.org,0.12,2.0,398.01
ORD101322,CUST11527,Stephanie Ramirez,Male,46.0,Surabaya,Sports,1,993.19,2024-08-13,Credit Card,hartmanrobert@example.net,0.22,2.6,774.69
ORD101323,CUST10447,Paige Harrington,Female,39.0,Surabaya,Toys,4,449.85,2024-09-23,Credit Card,williampatton@example.com,0.14,1.4,1547.48
ORD101324,CUST12431,Mark Arellano,Male,23.0,Surabaya,Beauty,3,211.64,2025-07-01,Cash,lynchanthony@example.org,0.28,4.4,457.14
ORD101325,CUST10953,Elizabeth Alvarez,Male,67.0,Medan,Home,9,724.42,2024-12-16,E-Wallet,jilliansuarez@example.net,0.17,2.2,5411.42
ORD101326,CUST12823,Kendra Mitchell,Female,18.0,Bandung,Books,6,835.15,2025-11-07,Debit Card,paul94@example.org,0.01,4.0,4960.79
ORD101327,CUST12671,Joshua Torres,Male,38.0,Medan,Books,8,547.86,2026-05-14,E-Wallet,mosslisa@example.net,0.09,3.1,3988.42
ORD101328,CUST10318,David Reed,Female,26.0,Yogyakarta,Electronics,2,921.62,2025-01-27,Debit Card,rebekahhall@example.org,0.13,3.1,1603.62
ORD101329,CUST10466,Zachary Palmer,Male,45.0,Medan,Fashion,2,170.37,2025-09-11,Cash,melissareeves@example.org,0.13,2.9,296.44
ORD101330,CUST10482,Jody Ross,Female,36.0,Makassar,Books,9,421.06,2025-03-08,Bank Transfer,xmarshall@example.com,0.0,3.1,3789.54
ORD101331,CUST10680,Erika Mathis,Male,36.0,Denpasar,Books,10,890.1,2025-09-21,Debit Card,steven24@example.org,0.17,4.2,7387.83
ORD101332,CUST11896,Sonya Sutton,Male,39.0,Makassar,Books,6,521.78,2026-02-16,Debit Card,carol48@example.org,0.08,1.7,2880.23
ORD101333,CUST10616,Stephanie Moody,Female,22.0,Jakarta,Home,8,14.77,2025-03-16,Debit Card,blackburnmelissa@example.com,0.12,1.8,103.98
ORD101334,CUST10251,John Jones,Female,56.0,Surabaya,Electronics,2,540.04,2025-01-15,Bank Transfer,sydneypatel@example.com,0.1,3.5,972.07
ORD101335,CUST10790,Daniel Rivera,Female,36.0,Yogyakarta,Toys,4,348.23,2025-02-08,E-Wallet,shawn91@example.net,0.0,3.3,1392.92
ORD101336,CUST11044,Jacob Graves,Male,22.0,Denpasar,Fashion,5,370.44,2024-12-14,Credit Card,alvarezshawn@example.net,0.23,3.9,1426.19
ORD101337,CUST10519,Jeffrey Bennett,Female,39.0,Denpasar,Toys,5,182.43,2025-02-07,Cash,obarrera@example.com,0.17,3.4,757.08
ORD101338,CUST10689,Thomas Jones,Male,68.0,Surabaya,Fashion,10,670.15,2025-12-20,Credit Card,markmiller@example.net,0.14,4.7,5763.29
ORD101339,CUST10002,Kathy Walker,Female,22.0,Jakarta,Fashion,10,150.76,2025-03-29,Cash,djoseph@example.com,0.05,4.2,1432.22
ORD101340,CUST12050,Jasmine Coleman,Male,33.0,Denpasar,Beauty,7,666.52,2024-08-12,E-Wallet,gregory85@example.org,0.1,4.1,4199.08
ORD101341,CUST11299,John Scott,Male,56.0,Yogyakarta,Fashion,8,358.22,2024-10-20,Debit Card,bakeramber@example.net,0.25,4.8,2149.32
ORD101342,CUST12296,Amy Bartlett,Female,49.0,Makassar,Toys,5,712.79,2025-04-08,Bank Transfer,jamessamantha@example.org,0.25,3.7,2672.96
ORD101343,CUST10730,Kimberly Pham,Male,41.0,Yogyakarta,Beauty,9,900.26,2026-02-25,Bank Transfer,jacksonrichard@example.org,0.2,3.9,6481.87
ORD101344,CUST10783,Ann Orr,Female,41.0,Surabaya,Books,4,618.89,2026-06-02,Credit Card,oowen@example.org,0.26,1.8,1831.91
ORD101345,CUST11272,Paul Ramos,Female,24.0,Bandung,Home,6,528.37,2024-10-14,Cash,tjordan@example.com,0.0,4.7,3170.22
ORD101346,CUST12629,Molly Bailey,Female,43.0,Jakarta,Books,10,276.66,2024-06-12,Bank Transfer,nicholas91@example.org,0.19,2.1,2240.95
ORD101347,CUST12942,Eric Mills,Female,56.0,Makassar,Beauty,1,971.28,2025-03-21,E-Wallet,justin58@example.org,0.25,1.7,728.46
ORD101348,CUST10119,Kathryn Castro,Male,63.0,Makassar,Fashion,9,808.39,2025-10-15,Debit Card,emathis@example.org,0.01,1.3,7202.75
ORD101349,CUST10256,Maria Maldonado PhD,Female,24.0,Yogyakarta,Sports,2,60.77,2025-08-20,Bank Transfer,alyssa82@example.com,0.19,4.9,98.45
ORD101350,CUST11363,Theresa White PhD,Female,63.0,Surabaya,Sports,4,656.83,2026-03-04,Bank Transfer,rachelhill@example.com,0.22,3.1,2049.31
ORD101351,CUST10252,Jacqueline Ayala,Male,30.0,Yogyakarta,Toys,7,419.3,2026-03-16,Cash,brad97@example.com,0.2,1.6,2348.08
ORD101352,CUST11129,Lisa Tate,Male,62.0,Denpasar,Beauty,5,88.55,2026-05-26,Debit Card,dominiquegomez@example.net,0.13,3.5,385.19
ORD101353,CUST10483,Courtney Ramirez,Female,47.0,Denpasar,Toys,1,314.61,2026-02-10,Credit Card,amartinez@example.com,0.17,3.3,261.13
ORD101354,CUST10748,Thomas Summers,Male,29.0,Bandung,Sports,8,92.72,2025-12-18,Credit Card,michaelmendez@example.org,0.28,4.1,534.07
ORD101355,CUST10333,Peggy Todd,Male,37.0,Yogyakarta,Books,1,221.44,2026-06-02,Debit Card,juliacopeland@example.org,0.11,4.0,197.08
ORD101356,CUST11176,Jason Brown,Male,35.0,Surabaya,Sports,3,313.93,2026-05-05,Bank Transfer,fharrison@example.com,0.11,2.7,838.19
ORD101357,CUST11209,Edward Schneider,Female,62.0,Medan,Home,4,276.44,2024-07-22,Credit Card,michaelbennett@example.com,0.06,3.0,1039.41
ORD101358,CUST12143,Christopher Cox,Female,58.0,Makassar,Toys,10,366.8,2025-11-28,Debit Card,hesschristine@example.com,0.23,1.1,2824.36
ORD101359,CUST10863,Lisa Anderson,Female,40.0,Makassar,Toys,10,388.75,2025-06-24,Bank Transfer,michael83@example.com,0.16,1.8,3265.5
ORD101360,CUST11102,Jeffrey Hill,Male,50.0,Yogyakarta,Fashion,9,553.85,2025-07-06,Bank Transfer,perrylisa@example.com,0.22,1.9,3888.03
ORD101361,CUST12697,Victoria Kennedy,Male,48.0,Surabaya,Beauty,5,36.29,2025-08-04,Cash,uosborn@example.com,0.03,2.3,176.01
ORD101362,CUST10139,Edwin Munoz,Female,62.0,Jakarta,Books,10,381.02,2025-05-26,Bank Transfer,swagner@example.net,0.18,4.5,3124.36
ORD101363,CUST11380,Gary Donovan,Male,29.0,Bandung,Home,1,162.96,2024-12-19,Debit Card,melissafisher@example.net,0.14,2.9,140.15
ORD101364,CUST12526,Kaitlin Bell,Female,55.0,Denpasar,Books,3,753.28,2025-09-24,E-Wallet,sarahkelly@example.com,0.13,3.9,1966.06
ORD101365,CUST11529,Reginald Taylor,Female,48.0,Makassar,Beauty,8,834.93,2025-12-12,Bank Transfer,warrenbaker@example.net,0.08,1.2,6145.08
ORD101366,CUST12077,Cynthia Lopez,Male,44.0,Medan,Toys,4,764.36,2025-03-21,Bank Transfer,douglas38@example.net,0.27,4.8,2231.93
ORD101367,CUST10682,Angela Sanchez,Female,56.0,Makassar,Sports,7,595.11,2024-09-22,Debit Card,mtaylor@example.net,0.05,4.8,3957.48
ORD101368,CUST11365,Tammy Morris DDS,Male,23.0,Bandung,Toys,10,753.09,2025-10-19,Debit Card,lambjonathan@example.net,0.04,4.2,7229.66
ORD101369,CUST12698,Brian Thompson,Male,30.0,Surabaya,Home,8,399.01,2025-04-13,Bank Transfer,lindseychristopher@example.net,0.14,1.3,2745.19
ORD101370,CUST12967,Sarah Martinez,Male,27.0,Makassar,Sports,4,858.47,2025-05-28,Bank Transfer,susanmason@example.net,0.13,1.0,2987.48
ORD101371,CUST12814,Scott Silva,Female,62.0,Surabaya,Beauty,3,347.99,2025-07-11,E-Wallet,sabrina75@example.com,0.14,4.3,897.81
ORD101372,CUST10527,Daniel Espinoza,Female,66.0,Surabaya,Beauty,4,764.24,2024-09-04,Bank Transfer,sheilahiggins@example.net,0.03,4.6,2965.25
ORD101373,CUST11421,Sierra Walsh,Female,60.0,Makassar,Sports,7,598.95,2025-09-19,Credit Card,unknown@example.com,0.16,1.9,3521.83
ORD101374,CUST11484,Susan Brown,Female,50.0,Yogyakarta,Electronics,10,182.27,2025-07-01,Cash,kaufmanstephanie@example.com,0.07,3.4,1695.11
ORD101375,CUST10566,Anthony Beasley,Female,30.0,Jakarta,Fashion,7,915.01,2026-02-03,Bank Transfer,kevinschwartz@example.com,0.19,2.7,5188.11
ORD101376,CUST10618,Steven Diaz,Female,44.0,Medan,Books,6,387.15,2025-06-07,E-Wallet,michael85@example.net,0.05,1.1,2206.75
ORD101377,CUST12120,Amy Barton,Male,47.0,Yogyakarta,Electronics,7,183.62,2025-02-02,Bank Transfer,jessica09@example.org,0.12,3.7,1131.1
ORD101378,CUST10051,Wendy Rodriguez,Male,38.0,Surabaya,Sports,2,657.59,2025-05-07,Cash,jennifer10@example.org,0.12,2.5,1157.36
ORD101379,CUST12746,Denise Benjamin,Female,45.0,Yogyakarta,Electronics,8,16.53,2025-02-02,Bank Transfer,christinahayes@example.net,0.2,2.7,105.79
ORD101380,CUST11845,Mia Schultz,Female,67.0,Medan,Books,2,605.62,2024-09-15,Bank Transfer,pharrison@example.org,0.24,4.4,920.54
ORD101381,CUST11737,Jacob Gibbs,Female,61.0,Jakarta,Fashion,6,116.11,2025-09-03,Credit Card,jamesedwards@example.net,0.05,2.3,661.83
ORD101382,CUST12518,John Ingram,Female,45.0,Jakarta,Beauty,10,261.55,2026-05-27,Bank Transfer,smithpaula@example.net,0.15,1.2,2223.17
ORD101383,CUST12455,Aaron Curry,Female,34.0,Medan,Home,8,462.95,2025-05-16,Bank Transfer,charlotte93@example.net,0.02,4.1,3629.53
ORD101384,CUST11462,Gregory Patel,Female,19.0,Medan,Home,1,545.03,2026-06-12,Bank Transfer,james51@example.net,0.05,3.5,517.78
ORD101385,CUST12177,Adam Henson,Female,33.0,Surabaya,Electronics,10,116.12,2026-01-11,Cash,megan00@example.net,0.22,1.4,905.74
ORD101386,CUST11126,Richard Duarte,Female,47.0,Makassar,Sports,3,634.76,2025-02-28,Debit Card,browndavid@example.org,0.13,4.7,1656.72
ORD101387,CUST11338,Matthew Nguyen,Female,20.0,Surabaya,Sports,9,571.22,2026-04-20,Credit Card,dillonmichelle@example.com,0.01,2.5,5089.57
ORD101388,CUST11237,Rose Avila,Female,43.0,Jakarta,Fashion,2,341.08,2025-04-28,Bank Transfer,eugeneflowers@example.org,0.19,3.9,552.55
ORD101389,CUST10477,John Bass,Male,54.0,Bandung,Home,2,837.67,2025-07-15,Cash,dlarson@example.org,0.13,3.1,1457.55
ORD101390,CUST12349,David Campbell,Female,31.0,Yogyakarta,Beauty,4,695.79,2026-04-19,Bank Transfer,copelandanne@example.net,0.01,4.0,2755.33
ORD101391,CUST12477,Michele Foster,Female,29.0,Makassar,Home,3,280.47,2025-07-10,Bank Transfer,ifloyd@example.org,0.2,1.0,673.13
ORD101392,CUST10532,Jeremy Dennis,Female,35.0,Medan,Sports,4,23.63,2026-04-24,Bank Transfer,eric02@example.com,0.12,1.4,83.18
ORD101393,CUST10262,Anna Greene DVM,Female,64.0,Makassar,Sports,4,22.98,2024-12-03,E-Wallet,aguilarstanley@example.com,0.1,3.4,82.73
ORD101394,CUST12285,Eric Coleman,Male,39.0,Bandung,Home,10,332.11,2026-05-28,Bank Transfer,brewertroy@example.com,0.12,4.3,2922.57
ORD101395,CUST10863,Amanda Jackson,Male,61.0,Medan,Home,3,464.64,2024-06-12,E-Wallet,unknown@example.com,0.22,1.1,1087.26
ORD101396,CUST12300,Alexandra Davis,Female,23.0,Surabaya,Books,10,967.88,2024-09-12,Cash,mario98@example.net,0.19,2.5,7839.83
ORD101397,CUST11915,Walter Johnson,Male,27.0,Denpasar,Sports,5,752.1,2026-03-20,Debit Card,melissagarcia@example.com,0.14,3.5,3234.03
ORD101398,CUST10096,Brittney Roy,Female,53.0,Makassar,Beauty,10,434.37,2026-02-22,Debit Card,tburgess@example.com,0.3,2.5,3040.59
ORD101399,CUST10506,Carrie Crosby,Male,43.0,Surabaya,Fashion,9,136.04,2024-11-23,Credit Card,ohenderson@example.net,0.18,3.3,1003.98
ORD101400,CUST11643,Jennifer Kidd,Female,40.0,Yogyakarta,Fashion,3,865.57,2025-07-06,E-Wallet,douglas31@example.org,0.23,4.6,1999.47
ORD101401,CUST10433,Kayla Smith,Female,50.0,Denpasar,Sports,5,322.81,2025-10-11,E-Wallet,pettycaitlyn@example.org,0.11,1.9,1436.5
ORD101402,CUST11841,Jill Burton,Male,29.0,Medan,Home,7,497.36,2026-02-24,Credit Card,hharper@example.com,0.14,3.1,2994.11
ORD101403,CUST12800,Curtis Sullivan,Male,42.0,Denpasar,Books,6,764.12,2025-08-11,E-Wallet,wfrazier@example.com,0.2,4.9,3667.78
ORD101404,CUST10919,Brittany Jackson,Male,57.0,Denpasar,Sports,7,192.93,2026-01-29,Credit Card,melissa57@example.net,0.01,3.4,1337.0
ORD101405,CUST11024,Russell Pruitt,Male,54.0,Makassar,Beauty,7,945.76,2025-10-20,Credit Card,laura99@example.net,0.1,4.8,5958.29
ORD101406,CUST12680,Michelle Callahan,Female,53.0,Denpasar,Toys,1,744.25,2024-08-12,Debit Card,awong@example.net,0.27,4.4,543.3
ORD101407,CUST10981,Melissa Smith,Male,48.0,Makassar,Fashion,3,460.48,2024-10-10,Bank Transfer,unknown@example.com,0.22,1.5,1077.52
ORD101408,CUST11889,Matthew Allison,Female,33.0,Makassar,Sports,2,894.97,2024-11-29,E-Wallet,jacobsdennis@example.org,0.06,5.0,1682.54
ORD101409,CUST10456,Wesley Leonard,Female,28.0,Surabaya,Beauty,3,972.94,2025-04-28,Credit Card,travis28@example.org,0.15,1.0,2481.0
ORD101410,CUST12129,Emily Kim,Female,42.0,Jakarta,Toys,1,683.61,2025-03-21,E-Wallet,ydavis@example.org,0.12,4.8,601.58
ORD101411,CUST12651,Kyle Jefferson,Male,46.0,Medan,Toys,9,125.38,2026-05-06,Credit Card,apayne@example.org,0.23,2.2,868.88
ORD101412,CUST10164,Michele Lyons,Female,43.0,Makassar,Sports,7,829.17,2025-05-12,E-Wallet,mooremargaret@example.org,0.22,2.7,4527.27
ORD101413,CUST12375,Unknown,Male,64.0,Surabaya,Home,2,108.1,2026-05-28,E-Wallet,jonesthomas@example.org,0.25,3.6,162.15
ORD101414,CUST10861,Gregory Davis,Female,24.0,Bandung,Books,3,913.41,2026-05-28,Credit Card,gabriella68@example.org,0.24,2.8,2082.57
ORD101415,CUST11403,John Thomas,Female,62.0,Medan,Home,8,753.74,2025-04-06,E-Wallet,robert96@example.org,0.23,3.8,4643.04
ORD101416,CUST10574,Michael Cooper,Male,51.0,Bandung,Electronics,10,278.92,2024-11-04,Debit Card,qrobinson@example.org,0.01,4.5,2761.31
ORD101417,CUST12933,Anna Martin,Male,54.0,Makassar,Home,10,365.91,2026-02-18,E-Wallet,tbaxter@example.net,0.09,3.9,3329.78
ORD101418,CUST10527,Alan David,Male,56.0,Bandung,Toys,5,158.67,2026-02-21,E-Wallet,cynthia57@example.net,0.24,2.0,602.95
ORD101419,CUST11241,Michelle Lee,Male,55.0,Jakarta,Home,4,32.86,2025-02-20,Bank Transfer,richardjames@example.com,0.06,3.9,123.55
ORD101420,CUST10698,Daniel Robles,Female,59.0,Surabaya,Sports,9,408.82,2024-06-18,Cash,lauren64@example.org,0.19,2.3,2980.3
ORD101421,CUST12656,Brandon Fry,Male,51.0,Medan,Fashion,6,381.09,2026-04-23,E-Wallet,lmelendez@example.net,0.28,4.6,1646.31
ORD101422,CUST10921,Barry Mitchell,Female,31.0,Surabaya,Fashion,1,670.4,2024-08-05,Bank Transfer,hnguyen@example.net,0.02,3.4,656.99
ORD101423,CUST11882,Edward Barrett,Male,65.0,Yogyakarta,Toys,2,651.75,2025-03-18,Cash,william76@example.org,0.11,4.6,1160.12
ORD101424,CUST12566,Jennifer Hoover,Male,39.0,Denpasar,Electronics,4,366.74,2025-07-04,Bank Transfer,solisbrooke@example.net,0.01,3.2,1452.29
ORD101425,CUST10326,Sheri Gibson,Male,46.0,Denpasar,Sports,9,847.37,2026-01-23,Debit Card,mcdonaldsteve@example.org,0.16,2.0,6406.12
ORD101426,CUST11004,Bridget Stokes,Male,62.0,Makassar,Beauty,3,691.25,2024-11-24,Debit Card,shelly50@example.org,0.2,1.2,1659.0
ORD101427,CUST10779,Ian Smith,Male,26.0,Denpasar,Home,10,269.43,2024-07-15,Credit Card,abbottdavid@example.com,0.08,1.8,2478.76
ORD101428,CUST11902,Ronald Grimes,Male,52.0,Yogyakarta,Electronics,4,587.75,2024-09-26,Bank Transfer,michaelhaas@example.net,0.17,4.2,1951.33
ORD101429,CUST10342,Melissa Lang,Female,30.0,Jakarta,Sports,2,200.44,2025-08-22,Cash,mooremichael@example.org,0.03,1.9,388.85
ORD101430,CUST11761,Melissa Morgan,Male,64.0,Medan,Toys,8,303.46,2024-08-12,Debit Card,qlloyd@example.net,0.0,3.4,2427.68
ORD101431,CUST11032,Michael Green,Female,56.0,Bandung,Beauty,10,756.77,2026-06-06,Debit Card,kellymoore@example.net,0.3,2.3,5297.39
ORD101433,CUST10747,Tiffany Green,Female,18.0,Bandung,Sports,9,312.26,2024-12-23,E-Wallet,alexandria88@example.org,0.13,3.0,2445.0
ORD101434,CUST11248,Matthew Herring,Male,46.0,Bandung,Books,3,70.23,2026-01-31,Cash,keith84@example.com,0.13,4.3,183.3
ORD101435,CUST10874,Daniel Braun Jr.,Female,50.0,Bandung,Home,4,779.9,2025-05-13,Cash,ewilliams@example.net,0.23,2.9,2402.09
